snapshot_date,total_value_pln,cash_pln,invested_pln,open_positions,exposure_pct
2023-03-20,1124673.48,550518.41,574155.07,17,51.05082321315161
2023-03-21,1125342.58,585579.38,539763.2,16,47.96434522187901
2023-03-22,1125241.3,517957.54,607283.77,18,53.96920376100663
2023-03-23,1129875.22,590066.23,539808.99,16,47.775982731969286
2023-03-24,1131743.14,591377.6,540365.53,16,47.746304872676326
2023-03-27,1132990.83,592487.76,540503.07,16,47.70586448612298
2023-03-28,1134731.82,695435.04,439296.79,13,38.71371034611508
2023-03-29,1134938.46,729403.72,405534.75,12,35.73187131221194
2023-03-30,1136940.23,765118.21,371822.02,11,32.70374380190593
2023-03-31,1141014.62,903807.39,237207.24,7,20.789149923425168
2023-04-03,1140963.28,869525.62,271437.66,8,23.790218735172612
2023-04-04,1143419.46,905722.0,237697.46,7,20.788299335048922
2023-04-05,1141117.24,1073175.24,67942.01,2,5.953990319171761
2023-04-06,1141117.24,1073175.24,67942.01,2,5.953990319171761
2023-04-07,1141117.24,1073175.24,67942.01,2,5.953990319171761
2023-04-10,1140963.19,970320.63,170642.56,5,14.956009229359976
2023-04-11,1140635.18,969716.0,170919.18,5,14.984561496691695
2023-04-12,1142426.79,1005497.33,136929.45,4,11.985840248021496
2023-04-13,1142426.79,1005497.33,136929.45,4,11.985840248021496
2023-04-14,1142323.97,936848.94,205475.03,6,17.987456745742627
2023-04-17,1142272.56,902527.81,239744.75,7,20.98840140220124
2023-04-18,1142221.16,868208.23,274012.93,8,23.989481161424116
2023-04-19,1142221.16,868208.23,274012.93,8,23.989481161424116
2023-04-20,1142169.76,833890.19,308279.57,9,26.990696199135932
2023-04-21,1142169.76,833890.19,308279.57,9,26.990696199135932
2023-04-24,1142662.72,937088.31,205574.4,6,17.9908205984002
2023-04-25,1138810.49,1036002.89,102807.61,3,9.02763110304683
2023-04-26,1138759.25,1001787.33,136971.92,4,12.028171889712423
2023-04-27,1138708.0,967573.29,171134.72,5,15.02885024079922
2023-04-28,1138534.37,830866.25,307668.12,9,27.023173661415246
2023-05-01,1138380.67,728244.46,410136.21,12,36.028037088858866
2023-05-02,1137552.05,761701.48,375850.57,11,33.04029648577399
2023-05-03,1137500.86,727523.78,409977.08,12,36.04191384962997
2023-05-04,1133832.92,792310.12,341522.8,10,30.121086976377438
2023-05-05,1133730.87,724178.06,409552.82,12,36.12434227886905
2023-05-08,1133679.86,690115.12,443564.73,13,39.12610126107382
2023-05-09,1133679.86,690115.12,443564.73,13,39.12610126107382
2023-05-10,1137039.62,727636.13,409403.48,12,36.006087457181124
2023-05-11,1138566.89,729215.03,409351.86,12,35.95325523650174
2023-05-12,1139046.64,763864.51,375182.13,11,32.938258788068595
2023-05-15,1141945.33,800903.86,341041.46,10,29.864955093778438
2023-05-16,1142318.21,835294.86,307023.34,9,26.877216638260542
2023-05-17,1144129.37,802693.44,341435.93,10,29.842423326655794
2023-05-18,1150665.35,774284.59,376380.76,11,32.709836965195834
2023-05-19,1152407.51,567993.25,584414.25,17,50.71246455171053
2023-05-22,1152303.79,498745.06,653558.73,19,56.7175718479586
2023-05-23,1156947.37,537249.22,619698.15,18,53.56321005336656
2023-05-24,1153548.37,670500.91,483047.46,14,41.87492025150189
2023-05-25,1147082.76,732946.87,414135.89,12,36.10340111815472
2023-05-26,1159219.28,504639.95,654579.33,19,56.46725699731287
2023-05-29,1159219.28,504639.95,654579.33,19,56.46725699731287
2023-05-30,1166112.15,510875.93,655236.22,19,56.18981158887677
2023-05-31,1169000.94,440943.61,728057.32,21,62.28030235801179
2023-06-01,1167881.59,437301.38,730580.21,21,62.556017344189826
2023-06-02,1158291.09,356958.97,801332.12,23,69.18227437975025
2023-06-05,1162050.87,464976.64,697074.24,20,59.986551191171166
2023-06-06,1161894.0,360235.2,801658.8,23,68.9958636502125
2023-06-07,1160184.99,427512.54,732672.45,21,63.15134709681083
2023-06-08,1158712.11,322065.32,836646.79,24,72.20488875360076
2023-06-09,1162115.65,360075.33,802040.33,23,69.01553472754627
2023-06-12,1164546.13,396467.31,768078.82,22,65.9552078027171
2023-06-13,1164262.42,465736.73,698525.69,20,59.99727192087846
2023-06-14,1171180.17,472820.78,698359.4,20,59.628690605306275
2023-06-15,1175065.83,511645.71,663420.11,19,56.45812286108259
2023-06-16,1180330.82,621358.08,558972.74,16,47.35729428805392
2023-06-19,1180330.82,621358.08,558972.74,16,47.35729428805392
2023-06-20,1183031.71,586956.71,596075.0,17,50.38537808931597
2023-06-21,1190540.7,804137.7,386402.99,11,32.45609242926344
2023-06-22,1190244.53,767265.89,422978.64,12,35.53712109897283
2023-06-23,1189791.92,872140.59,317651.33,9,26.698057421670846
2023-06-26,1188267.22,798136.84,390130.38,11,32.83187261531964
2023-06-27,1188267.22,798136.84,390130.38,11,32.83187261531964
2023-06-28,1188053.33,655330.79,532722.54,15,44.83995175536438
2023-06-29,1188438.43,725895.76,462542.67,13,38.92020472612956
2023-06-30,1188438.43,725895.76,462542.67,13,38.92020472612956
2023-07-03,1188453.65,761162.96,427290.69,12,35.953500584562136
2023-07-04,1188453.65,761162.96,427290.69,12,35.953500584562136
2023-07-05,1188733.32,903320.44,285412.88,8,24.009832583812827
2023-07-06,1189357.27,903976.17,285381.1,8,23.994564728225015
2023-07-07,1189250.23,832507.71,356742.51,10,29.997262224620297
2023-07-10,1189321.39,868226.88,321094.51,9,26.998127898801183
2023-07-11,1192807.18,1014438.51,178368.66,5,14.953687653020333
2023-07-12,1193377.02,979120.61,214256.41,6,17.95379049615016
2023-07-13,1196721.89,910709.51,286012.39,8,23.899653912071418
2023-07-14,1196721.89,910709.51,286012.39,8,23.899653912071418
2023-07-17,1198058.09,911823.65,286234.44,8,23.891532671842313
2023-07-18,1198004.18,875828.0,322176.18,9,26.89274256121544
2023-07-19,1197950.27,839833.96,358116.31,10,29.89408817446153
2023-07-20,1200041.44,913373.51,286667.92,8,23.888168395251416
2023-07-21,1202098.87,951111.64,250987.23,7,20.87908376454925
2023-07-24,1201828.4,770526.24,431302.17,12,35.88716741924222
2023-07-25,1196969.52,837131.18,359838.33,10,30.062447204169413
2023-07-26,1196504.2,728830.88,467673.32,13,39.086642570916176
2023-07-27,1203532.02,771968.32,431563.7,12,35.85809873176453
2023-07-28,1210571.45,815027.68,395543.77,11,32.674136664961004
2023-07-31,1216219.45,674613.03,541606.42,15,44.531965016675244
2023-08-01,1216017.55,527918.26,688099.28,19,56.586295156677636
2023-08-02,1212189.49,667717.13,544472.35,15,44.91643876569166
2023-08-03,1204323.18,732198.0,472125.18,13,39.20253199809706
2023-08-04,1202295.29,622494.86,579800.43,16,48.22446156301586
2023-08-07,1201983.48,586108.26,615875.22,17,51.23824330763681
2023-08-08,1205796.58,517848.89,687947.69,19,57.05337877140105
2023-08-09,1201043.13,585740.44,615302.69,17,51.230690608088324
2023-08-10,1203003.64,587564.74,615438.9,17,51.158523510369434
2023-08-11,1188272.66,826633.09,361639.57,10,30.434056271226506
2023-08-14,1187737.27,862414.86,325322.41,9,27.390098653719942
2023-08-15,1187316.95,613424.2,573892.74,16,48.3352604374089
2023-08-16,1185281.78,683692.64,501589.14,14,42.31813468017706
2023-08-17,1179646.66,821450.12,358196.55,10,30.364732266524623
2023-08-18,1173115.44,922555.54,250559.9,7,21.358503302965648
2023-08-21,1172229.46,781771.11,390458.35,11,33.30903746438859
2023-08-22,1176383.12,750980.4,425402.72,12,36.16191976641079
2023-08-23,1178648.15,754127.9,424520.26,12,36.017556214719384
2023-08-24,1178185.21,789636.89,388548.32,11,32.97854333106083
2023-08-25,1178038.94,859850.98,318187.96,9,27.00996963648757
2023-08-28,1177720.87,647485.92,530234.95,15,45.022123960493275
2023-08-29,1178709.26,613743.65,564965.61,16,47.93087058635647
2023-08-30,1178603.18,542915.03,635688.14,18,53.935722454100286
2023-08-31,1185598.93,585225.54,600373.38,17,50.63882606574215
2023-09-01,1186216.14,585606.4,600609.74,17,50.63240329877825
2023-09-04,1186216.14,585606.4,600609.74,17,50.63240329877825
2023-09-05,1194043.84,698733.05,495310.79,14,41.48179266181717
2023-09-06,1193775.18,519357.81,674417.36,19,56.494503429029244
2023-09-07,1197141.92,556620.03,640521.89,18,53.50425703913201
2023-09-08,1196956.78,590684.84,606271.94,17,50.65111373528457
2023-09-11,1196741.33,446834.73,749906.6,21,62.66238001490263
2023-09-12,1197704.24,481935.71,715768.53,20,59.761709618728574
2023-09-13,1199171.19,555130.14,644041.04,18,53.7071808738167
2023-09-14,1198518.36,553863.42,644654.94,18,53.787656619628244
2023-09-15,1202267.43,664364.2,537903.22,15,44.740729606224136
2023-09-18,1198756.08,587581.49,611174.59,17,50.984065916061915
2023-09-19,1195193.51,547846.23,647347.28,18,54.162549794970026
2023-09-20,1191146.89,615549.12,575597.77,16,48.32298810770518
2023-09-21,1185539.16,717909.31,467629.85,13,39.44448785647874
2023-09-22,1185539.16,717909.31,467629.85,13,39.44448785647874
2023-09-25,1182728.07,787258.12,395469.95,11,33.43709852087978
2023-09-26,1178276.28,748279.05,429997.23,12,36.49375255182087
2023-09-27,1178242.24,713616.46,464625.78,13,39.43380777114221
2023-09-28,1176198.62,570318.37,605880.25,17,51.51172937101388
2023-09-29,1174092.79,676191.72,497901.08,14,42.40730240750393
2023-10-02,1173148.32,713130.18,460018.14,13,39.21227454001724
2023-10-03,1167161.37,777866.18,389295.19,11,33.35401599180754
2023-10-04,1166091.71,847760.16,318331.55,9,27.29901492910879
2023-10-05,1166674.0,779128.56,387545.44,11,33.217971772748854
2023-10-06,1164358.71,777161.36,387197.34,11,33.25412836049468
2023-10-09,1168532.95,502941.36,665591.59,19,56.95959108384577
2023-10-10,1168480.37,467832.79,700647.58,20,59.96228931085936
2023-10-11,1177379.26,512042.03,665337.23,19,56.5100178510024
2023-10-12,1183190.5,552809.93,630380.57,18,53.27802834792875
2023-10-13,1190687.24,664365.03,526322.21,15,44.20322922079857
2023-10-16,1191019.56,628478.84,562540.72,16,47.231862422141916
2023-10-17,1188891.07,518123.89,670767.18,19,56.41956583961893
2023-10-18,1188623.57,339522.71,849100.86,24,71.43564046942129
2023-10-19,1180178.9,436917.72,743261.18,21,62.97868738375174
2023-10-20,1177161.16,503801.3,673359.86,19,57.20201132018321
2023-10-23,1169854.73,778328.04,391526.69,11,33.46797512200511
2023-10-24,1167629.67,740966.15,426663.52,12,36.540996769977596
2023-10-25,1161616.11,736695.07,424921.04,12,36.58016072108366
2023-10-26,1155086.28,872569.23,282517.05,8,24.45852356587596
2023-10-27,1153218.22,941135.32,212082.9,6,18.390526296055228
2023-10-30,1152281.17,975918.89,176362.28,5,15.305490065415198
2023-10-31,1149001.05,1009459.61,139541.44,4,12.144587683361994
2023-11-01,1148949.35,974937.88,174011.47,5,15.145269023390803
2023-11-02,1148897.65,940417.69,208479.96,6,18.146086381149793
2023-11-03,1146396.94,765582.39,380814.55,11,33.21838507349819
2023-11-06,1146293.77,696695.37,449598.4,13,39.221917781163555
2023-11-07,1150961.05,736637.91,414323.14,12,35.99801574518964
2023-11-08,1154354.35,740531.27,413823.08,12,35.848877773103204
2023-11-09,1157612.35,813104.71,344507.64,10,29.76019044717344
2023-11-10,1160942.4,816095.18,344847.21,10,29.704075757763697
2023-11-13,1160733.43,676573.13,484160.3,14,41.711584028384536
2023-11-14,1164115.88,714347.52,449768.36,13,38.63604712616755
2023-11-15,1165582.38,715360.59,450221.8,13,38.62633887790926
2023-11-16,1168382.08,682693.83,485688.25,14,41.56929983041164
2023-11-17,1178855.17,795855.14,383000.03,11,32.489150469603494
2023-11-20,1177178.19,793204.46,383973.72,11,32.618147639993225
2023-11-21,1177125.21,757836.13,419289.08,12,35.61975195484939
2023-11-22,1178765.67,723377.89,455387.78,13,38.63259607823496
2023-11-23,1178765.67,723377.89,455387.78,13,38.63259607823496
2023-11-24,1178765.67,723377.89,455387.78,13,38.63259607823496
2023-11-27,1183638.55,832635.71,351002.85,10,29.65456388692308
2023-11-28,1184800.49,796926.69,387873.81,11,32.737478864479534
2023-11-29,1195300.46,841866.69,353433.77,10,29.568613233864234
2023-11-30,1193108.96,731552.91,461556.05,13,38.68515495852114
2023-12-01,1193892.02,588337.05,605554.96,17,50.72108279943105
2023-12-04,1192950.3,586310.34,606639.97,17,50.852074055390226
2023-12-05,1192698.82,406693.4,786005.42,22,65.90141675498597
2023-12-06,1194564.41,551016.98,643547.43,18,53.872978686850395
2023-12-07,1196136.9,587903.23,608233.67,17,50.84983750605805
2023-12-08,1195975.42,480089.4,715886.02,20,59.85792082583102
2023-12-11,1199485.37,519017.78,680467.59,19,56.72996161678904
2023-12-12,1199420.91,554732.15,644688.76,18,53.75000174042322
2023-12-13,1200457.54,591214.27,609243.27,17,50.750922019282754
2023-12-14,1216328.03,857694.26,358633.77,10,29.484954811080033
2023-12-15,1219285.03,713298.74,505986.29,14,41.49860594942267
2023-12-18,1221900.42,459102.29,762798.12,21,62.427191898338165
2023-12-19,1226109.84,570677.23,655432.6,18,53.45627109558144
2023-12-20,1227511.77,608063.7,619448.07,17,50.463717345863
2023-12-21,1227456.53,571183.1,656273.43,18,53.466123969375936
2023-12-22,1229293.85,572080.86,657212.99,18,53.46264361446207
2023-12-25,1229293.85,572080.86,657212.99,18,53.46264361446207
2023-12-26,1226979.51,606256.37,620723.14,17,50.58952777459177
2023-12-27,1226979.51,606256.37,620723.14,17,50.58952777459177
2023-12-28,1228763.93,533595.15,695168.78,19,56.57464082624887
2023-12-29,1229024.89,643488.54,585536.34,16,47.64235002596246
2024-01-01,1229024.89,643488.54,585536.34,16,47.64235002596246
2024-01-02,1219275.04,889052.81,330222.23,9,27.08348971041021
2024-01-03,1214186.79,920544.59,293642.21,8,24.184269868394797
2024-01-04,1214717.11,848376.38,366340.72,10,30.158521435497022
2024-01-05,1214607.78,775383.99,439223.8,12,36.161780554377806
2024-01-08,1212259.26,773562.59,438696.67,12,36.18835380147972
2024-01-09,1214466.89,739916.22,474550.67,13,39.074813311707494
2024-01-10,1214302.93,630450.15,583852.78,16,48.08131196718763
2024-01-11,1217777.35,597504.54,620272.8,17,50.93482811123068
2024-01-12,1230872.26,611121.26,619751.0,17,50.35055384219967
2024-01-15,1230872.26,611121.26,619751.0,17,50.35055384219967
2024-01-16,1230816.87,574139.72,656677.15,18,53.352953311405294
2024-01-17,1230706.09,500179.95,730526.14,20,59.35829406678243
2024-01-18,1233996.8,576630.53,657366.27,18,53.271310752183474
2024-01-19,1245943.26,622588.57,623354.69,17,50.03074457820815
2024-01-22,1252513.31,477409.99,775103.32,21,61.88383898291667
2024-01-23,1252979.35,364008.55,888970.8,24,70.94855952733778
2024-01-24,1263141.7,446238.11,816903.59,22,64.67236336192526
2024-01-25,1267189.99,597995.46,669194.53,18,52.80932893101531
2024-01-26,1270334.11,560459.48,709874.63,19,55.88093907043085
2024-01-29,1277194.89,677406.77,599788.12,16,46.961362333668596
2024-01-30,1279631.47,678453.66,601177.82,16,46.98054354665097
2024-01-31,1276585.71,750428.69,526157.02,14,41.215957211364994
2024-02-01,1275419.76,748361.81,527057.96,14,41.32427429225339
2024-02-02,1283699.03,752947.93,530751.1,14,41.34544683733227
2024-02-05,1280052.78,782224.33,497828.45,13,38.89124400011068
2024-02-06,1279937.58,705305.99,574631.59,15,44.89528231525165
2024-02-07,1284136.08,709368.96,574767.12,15,44.75905076975954
2024-02-08,1286311.74,633330.49,652981.25,17,50.763841275366104
2024-02-09,1289676.0,674136.91,615539.1,16,47.728196849441254
2024-02-12,1294014.81,638902.85,655111.96,17,50.626310837972554
2024-02-13,1292997.89,597679.49,695318.39,18,53.77567862852429
2024-02-14,1309038.04,652631.57,656406.46,17,50.14418526752667
2024-02-15,1313308.31,732808.92,580499.39,15,44.20130334818334
2024-02-16,1312538.22,729579.58,582958.64,15,44.41460302771222
2024-02-19,1312538.22,729579.58,582958.64,15,44.41460302771222
2024-02-20,1309388.85,958756.01,350632.84,9,26.778358468532858
2024-02-21,1294811.49,785802.68,509008.81,13,39.31142208198971
2024-02-22,1296129.82,787667.17,508462.65,13,39.229299577414245
2024-02-23,1295954.84,670840.46,625114.38,16,48.235815068988046
2024-02-26,1295779.89,554029.63,741750.26,19,57.2435384839936
2024-02-27,1295721.58,515097.9,780623.67,20,60.24625058725965
2024-02-28,1294122.9,552377.85,741745.05,19,57.31643030194428
2024-02-29,1296967.81,671681.29,625286.52,16,48.211413974877296
2024-03-01,1303824.32,640725.53,663098.8,17,50.85798675698886
2024-03-04,1304682.09,485409.01,819273.08,21,62.794843761517406
2024-03-05,1299808.15,597252.3,702555.86,18,54.05073510271497
2024-03-06,1302675.65,639688.96,662986.69,17,50.894226049285564
2024-03-07,1304533.66,758079.86,546453.8,14,41.88882332097128
2024-03-08,1310048.58,997629.09,312419.48,8,23.847930891234583
2024-03-11,1307070.84,836649.42,470421.42,12,35.990506834350306
2024-03-12,1307012.02,797378.49,509633.53,13,38.992260377222856
2024-03-13,1304347.94,794640.07,509707.88,13,39.077600720556205
2024-03-14,1301596.23,792059.37,509536.86,13,39.14707558733479
2024-03-15,1298877.97,945988.95,352889.02,9,27.168758586305074
2024-03-18,1298351.93,594765.89,703586.04,18,54.190703132393395
2024-03-19,1294133.58,591158.27,702975.31,18,54.32015062927276
2024-03-20,1294161.75,591356.76,702804.99,18,54.30580760094323
2024-03-21,1302837.04,638982.6,663854.44,17,50.954526131679515
2024-03-22,1304612.4,562683.98,741928.42,19,56.8696434281937
2024-03-25,1307090.23,722032.52,585057.72,15,44.76031620250118
2024-03-26,1306887.55,761041.95,545845.6,14,41.766837552320396
2024-03-27,1306887.55,761041.95,545845.6,14,41.766837552320396
2024-03-28,1306887.55,761041.95,545845.6,14,41.766837552320396
2024-03-29,1306887.55,761041.95,545845.6,14,41.766837552320396
2024-04-01,1306847.72,721555.24,585292.48,15,44.78658615251668
2024-04-02,1308724.72,995821.37,312903.35,8,23.909027255174028
2024-04-03,1308548.05,877859.37,430688.67,11,32.91347765181416
2024-04-04,1306746.56,914710.47,392036.1,10,30.000928412621953
2024-04-05,1308768.32,916797.63,391970.69,10,29.94958572958123
2024-04-08,1305171.97,677206.45,627965.52,16,48.11362291208262
2024-04-09,1305171.97,677206.45,627965.52,16,48.11362291208262
2024-04-10,1305054.5,598778.67,706275.84,18,54.1184939019788
2024-04-11,1304878.32,481147.52,823730.8,21,63.1270201500474
2024-04-12,1301317.3,438673.59,862643.71,22,66.290036257875
2024-04-15,1291046.71,624833.08,666213.63,17,51.6025969346996
2024-04-16,1286839.98,660196.49,626643.49,16,48.69630255037615
2024-04-17,1272466.46,882314.34,390152.12,10,30.661092631078073
2024-04-18,1263966.36,953737.23,310229.13,8,24.544097043848538
2024-04-19,1263842.31,954896.59,308945.72,8,24.444957852376376
2024-04-22,1262582.26,803323.29,459258.97,12,36.374578080956084
2024-04-23,1262355.0,651586.14,610768.86,16,48.38328837767506
2024-04-24,1262127.78,499876.28,762251.5,20,60.39416230898587
2024-04-25,1250542.34,716400.55,534141.79,14,42.712811307132554
2024-04-26,1250429.79,641255.48,609174.31,16,48.71719426965988
2024-04-29,1251918.18,608284.23,643633.95,17,51.41182229656573
2024-04-30,1254208.26,762866.6,491341.66,13,39.175444435360355
2024-05-01,1254509.85,801372.49,453137.36,12,36.120669757993525
2024-05-02,1254672.73,877225.65,377447.08,10,30.083309453932262
2024-05-03,1256662.59,879074.3,377588.3,10,30.046911796745697
2024-05-06,1256402.66,803630.01,452772.65,12,36.03722472220809
2024-05-07,1256134.22,652964.02,603170.21,16,48.01797454415341
2024-05-08,1261099.85,696173.58,564926.27,15,44.796315692211046
2024-05-09,1257448.85,692381.68,565067.18,15,44.93758771977087
2024-05-10,1257392.27,654601.62,602790.65,16,47.93974516798962
2024-05-13,1257884.61,692397.99,565486.61,15,44.95536438751723
2024-05-14,1257884.61,692397.99,565486.61,15,44.95536438751723
2024-05-15,1257884.61,692397.99,565486.61,15,44.95536438751723
2024-05-16,1257789.93,616733.84,641056.09,17,50.96686455424238
2024-05-17,1259031.57,655615.59,603415.98,16,47.92699360191579
2024-05-20,1268043.83,853252.55,414791.28,11,32.711115356320136
2024-05-21,1273485.14,971420.83,302064.31,8,23.719500174144162
2024-05-22,1274743.65,933433.54,341310.1,9,26.774802918218104
2024-05-23,1273295.64,893224.38,380071.26,10,29.849411877354736
2024-05-24,1273960.34,893731.53,380228.81,10,29.84620463145658
2024-05-27,1273960.34,893731.53,380228.81,10,29.84620463145658
2024-05-28,1276687.39,857742.72,418944.67,11,32.81497673443771
2024-05-29,1275378.69,702507.41,572871.27,15,44.91773890310179
2024-05-30,1275263.9,625869.94,649393.97,17,50.92232047029639
2024-05-31,1264378.42,843606.69,420771.73,11,33.27893954406466
2024-06-03,1262730.79,538508.24,724222.55,19,57.35367789677481
2024-06-04,1260031.38,574208.33,685823.04,18,54.42904445760709
2024-06-05,1259861.27,460635.35,799225.92,21,63.437613254037096
2024-06-06,1264671.1,466767.55,797903.55,21,63.091783310301
2024-06-07,1262401.62,465160.75,797240.88,21,63.15271363482565
2024-06-10,1262344.82,427231.86,835112.96,22,66.15569270526257
2024-06-11,1258190.38,499584.83,758605.55,20,60.2933834226264
2024-06-12,1268860.03,586168.5,682691.53,18,53.80353339682392
2024-06-13,1272613.34,590052.86,682560.48,18,53.6345532885896
2024-06-14,1271643.99,627228.79,644415.2,17,50.67575556268701
2024-06-17,1277742.21,784698.89,493043.32,13,38.58707305286565
2024-06-18,1286194.78,752920.17,533274.6,14,41.46141846416139
2024-06-19,1286194.78,752920.17,533274.6,14,41.46141846416139
2024-06-20,1286754.55,675523.43,611231.12,16,47.50176480821459
2024-06-21,1283316.72,439222.01,844094.7,22,65.774464467353
2024-06-24,1280254.57,397112.86,883141.71,23,68.98172681391014
2024-06-25,1281088.1,397871.01,883217.09,23,68.94272845091606
2024-06-26,1281088.1,397871.01,883217.09,23,68.94272845091606
2024-06-27,1280720.79,473826.93,806893.86,21,63.003104681388045
2024-06-28,1279664.03,510124.27,769539.76,20,60.1360780610517
2024-07-01,1279395.38,318015.54,961379.84,25,75.14329463969145
2024-07-02,1278832.56,317220.22,961612.34,25,75.19454618828284
2024-07-03,1282101.84,473843.5,808258.35,21,63.04166523932295
2024-07-04,1282101.84,473843.5,808258.35,21,63.04166523932295
2024-07-05,1280885.38,511335.66,769549.72,20,60.07951468694256
2024-07-08,1293297.95,678474.26,614823.68,16,47.53921399164052
2024-07-09,1296059.59,834690.37,461369.21,12,35.597839293793584
2024-07-10,1296001.26,795750.27,500250.99,13,38.59957589856047
2024-07-11,1294732.49,870844.5,423887.99,11,32.73942635053516
2024-07-12,1294455.99,831316.7,463139.29,12,35.7786818229332
2024-07-15,1296480.07,871396.71,425083.37,11,32.78749745840675
2024-07-16,1300049.78,990075.71,309974.07,8,23.843246217848673
2024-07-17,1294929.29,906422.44,388506.86,10,30.00216791760112
2024-07-18,1289569.52,862234.42,427335.1,11,33.137810205067495
2024-07-19,1289172.91,784553.89,504619.02,13,39.142850123960486
2024-07-22,1289175.39,784307.76,504867.64,13,39.162060020398
2024-07-23,1288711.29,474441.58,814269.71,21,63.184804565497366
2024-07-24,1271642.9,806474.06,465168.83,12,36.58014604571772
2024-07-25,1272744.97,925152.76,347592.21,9,27.310436748377015
2024-07-26,1272458.6,733954.74,538503.87,14,42.319952099030964
2024-07-29,1270692.09,618180.31,652511.79,17,51.350897289366145
2024-07-30,1271551.19,657933.76,613617.44,16,48.257391823918624
2024-07-31,1271138.89,582083.34,689055.54,18,54.20773020326678
2024-08-01,1269483.66,543400.44,726083.23,19,57.19516153520243
2024-08-02,1250142.01,868633.63,381508.37,10,30.51720260164683
2024-08-05,1242409.53,1014835.75,227573.78,6,18.317130906103078
2024-08-06,1242185.89,865522.97,376662.93,10,30.32258964075015
2024-08-07,1240839.57,901680.9,339158.67,9,27.33299922084206
2024-08-08,1244333.35,981473.15,262860.2,7,21.12458048319608
2024-08-09,1244896.75,945558.94,299337.81,8,24.04519169963292
2024-08-12,1244840.73,908156.01,336684.71,9,27.046408579513624
2024-08-13,1244784.71,870754.77,374029.94,10,30.047761431774017
2024-08-14,1244728.69,833355.3,411373.4,11,33.04924224089348
2024-08-15,1243339.15,870050.22,373288.93,10,30.023097881217687
2024-08-16,1243283.2,832694.07,410589.13,11,33.024586031565455
2024-08-19,1243605.56,870520.65,373084.91,10,30.000260693591617
2024-08-20,1251424.12,1027428.35,223995.77,6,17.899269034386197
2024-08-21,1251311.49,952230.28,299081.21,8,23.901419621744225
2024-08-22,1251311.49,952230.28,299081.21,8,23.901419621744225
2024-08-23,1254499.26,1030078.03,224421.23,6,17.889307483529326
2024-08-26,1256277.93,1069203.6,187074.33,5,14.891157882555495
2024-08-27,1255092.28,1142905.91,112186.37,3,8.93849574152428
2024-08-28,1256097.5,1181254.58,74842.92,2,5.9583686775907125
2024-08-29,1256097.5,1181254.58,74842.92,2,5.9583686775907125
2024-08-30,1257576.29,1220033.57,37542.72,1,2.985323458984743
2024-09-02,1257576.29,1220033.57,37542.72,1,2.985323458984743
2024-09-03,1256201.98,1180931.98,75270.0,2,5.991870829561979
2024-09-04,1256145.45,1143189.37,112956.08,3,8.992277128416937
2024-09-05,1255788.3,991953.19,263835.1,7,21.009520474111756
2024-09-06,1253068.64,989299.64,263769.0,7,21.04984448417766
2024-09-09,1253068.64,989299.64,263769.0,7,21.04984448417766
2024-09-10,1244510.26,1018507.17,226003.09,6,18.16000215217189
2024-09-11,1244454.26,981115.86,263338.39,7,21.160953717977552
2024-09-12,1244118.25,756778.25,487340.01,13,39.17151846297568
2024-09-13,1244118.25,756778.25,487340.01,13,39.17151846297568
2024-09-16,1244062.27,719398.66,524663.61,14,42.17342030636457
2024-09-17,1243894.32,607265.16,636629.16,17,51.18032535111182
2024-09-18,1243838.34,569892.36,673945.98,18,54.182763010826626
2024-09-19,1251991.41,691467.69,560523.71,15,44.77057154888946
2024-09-20,1252554.28,654358.61,598195.67,16,47.7580636265919
2024-09-23,1252328.82,503826.69,748502.13,20,59.76881774548636
2024-09-24,1259955.87,661024.9,598930.97,16,47.535868855470305
2024-09-25,1260651.96,623458.95,637193.01,17,50.54472052698827
2024-09-26,1264727.08,701229.35,563497.73,15,44.554887683752284
2024-09-27,1264745.62,701104.77,563640.85,15,44.565550659902655
2024-09-30,1264763.68,700740.21,564023.48,15,44.59516737545784
2024-10-01,1264077.71,736754.96,527322.74,14,41.716006526212695
2024-10-02,1265609.63,775603.71,490005.92,13,38.71698732254431
2024-10-03,1264051.31,735032.16,529019.15,14,41.851081978626326
2024-10-04,1264650.99,810751.31,453899.68,12,35.89129993880763
2024-10-07,1266321.11,811332.66,454988.44,12,35.92994197182735
2024-10-08,1266207.14,735239.5,530967.64,14,41.93371078289766
2024-10-09,1266989.71,735834.5,531155.21,14,41.92261435177717
2024-10-10,1269205.55,737670.01,531535.55,14,41.8793906156493
2024-10-11,1271077.96,739210.26,531867.7,14,41.843829941005346
2024-10-14,1273735.09,703545.08,570190.02,15,44.765196819693486
2024-10-15,1273510.14,778958.95,494551.19,13,38.83370649879553
2024-10-16,1273395.52,702433.69,570961.83,15,44.837744521042445
2024-10-17,1270623.68,699358.75,571264.93,15,44.95941158597013
2024-10-18,1270509.33,623007.01,647502.32,17,50.96399567565552
2024-10-21,1271691.0,738077.48,533613.52,14,41.960941769659456
2024-10-22,1274443.68,816860.54,457583.15,12,35.90454071693463
2024-10-23,1272083.78,852419.62,419664.16,11,32.99029251045084
2024-10-24,1272747.93,852930.94,419816.99,11,32.985085271362415
2024-10-25,1270907.15,850983.93,419923.22,11,33.041219415596174
2024-10-28,1270147.05,888347.72,381799.33,10,30.0594588634442
2024-10-29,1269863.82,888172.08,381691.74,10,30.057690753013183
